Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006412~translation	46	10.0	4.060755258089513E-20	Mrpl19,Rpl32,Rpl35a,Rps24,Rpl36a,Rpl26,Sars,Rps12,Rps27a,Rpl14,Rpl24,Rps17,Eif2a,Rpl29,Rpl18,Rpl21,Rps14,Rps8,Rpl27a,Rpl19,Rpl12,Rpl13a,Rpl23,Rbm3,Rps15a,Rps20,Rpl36al,Rps19,Rps15,Rps7,Rpl34,Rps18,Rpl11,Rpl17,Rpl7a,Rps23,Rps2,Rps13,Fau,Rpl41,Kars,Rpl22l1,Rpsa,Lars2,Eef2,Rpl28	386	401	18082	5.373690127014071	6.558119741814564E-17	6.558119741814564E-17	6.541876720782205E-17
GOTERM_BP_DIRECT	GO:0000028~ribosomal small subunit assembly	7	1.5217391304347827	3.7093577442885935E-6	Rps2,Rps14,Rpsa,Rps19,Rps15,Rps10,Rps17	386	21	18082	15.614853195164075	0.005972715858462041	0.002995306378513039	0.002987887663024462
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	13	2.8260869565217392	1.607029327999946E-5	Rpl35a,Rps24,Lsm6,Rpl26,Krr1,Rps19,Rps15,Rps7,Rpl14,Rps17,Sbds,Rpl11,Exosc1	386	126	18082	4.833168846122215	0.025619828997340388	0.008651174549066377	0.008629747491359712
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	4	0.8695652173913043	9.278029076858017E-5	Hba-a1,Hba-a2,Hbb-bt,Hbb-bs	386	5	18082	37.47564766839378	0.13916042945201879	0.037460042397814246	0.03736726210704566
GOTERM_BP_DIRECT	GO:1903146~regulation of mitophagy	6	1.3043478260869565	1.9394221262841377E-4	Parl,Bnip3l,Srebf2,Map1lc3b,Atg7,Rpl28	386	26	18082	10.810282981267436	0.2689307206202586	0.06264333467897765	0.06248818090887492
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	5	1.0869565217391304	6.086353292974187E-4	Rps24,Rps19,Rps15,Rps7,Rps17	386	19	18082	12.32751568039269	0.6259049262901114	0.1638243428025552	0.1634185859163569
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	6	1.3043478260869565	7.134409379605283E-4	Rpl29,Rpl35a,Rplp1,Rplp2,Rpl26,Rpl22l1	386	34	18082	8.266686985675099	0.684191204564272	0.16460101640089334	0.16419333586491588
GOTERM_BP_DIRECT	GO:0042273~ribosomal large subunit biogenesis	5	1.0869565217391304	0.0015341118514348782	Rpl35a,Rpl26,Heatr3,Rpl14,Rpl11	386	24	18082	9.759283246977548	0.9162143088905614	0.309698830008416	0.3089317740826986
GOTERM_BP_DIRECT	GO:0006123~mitochondrial electron transport, cytochrome c to oxygen	4	0.8695652173913043	0.001826294174271454	Cox5b,Cox4i1,Cox6a1,Cox5a	386	12	18082	15.614853195164077	0.9477733130546213	0.3277183434942665	0.3269066571945903
GOTERM_BP_DIRECT	GO:0030097~hemopoiesis	8	1.7391304347826086	0.0023857995510389637	Kit,Gfi1b,Cdk6,Tek,Hbb-bt,Hhex,Glrx5,Hbb-bs	386	86	18082	4.357633449813231	0.9788828531274272	0.35376662430586076	0.3528904221403974
